student_id,Age,Gender,Living_Status,GPA,Attendance_Rate,acad_workload_stress,acad_exam_anxiety,acad_confidence,acad_grade_pressure,sleep_duration,sleep_disturbance,sleep_restfulness,sleep_aid_usage,screen_time_daily,screen_distraction,screen_bedtime_habit,screen_physical_strain,social_media_daily,social_media_comparison,social_media_dependency,fin_expense_worry,fin_academic_impact,fin_work_status,fam_communication,fam_support_emotional,fam_conflict_stress,fam_contact_satisfaction,phys_exercise_frequency,phys_stress_relief,phys_sedentary_habit,study_hours_weekly,study_cramming_habit,study_procrastination,study_peer_collaboration,well_depressive_mood,well_anxious_mood,well_emotional_coping,well_loneliness,well_optimism,well_overwhelmed,env_belonging,env_safety,env_counseling_use,Coping_Mechanism,Risk_Level
STU-2026-0055,20,Male,On-Campus,2.99,0.8,3,3,4,4,8.5,1,4,1,7.180908777476993,2,4,3,4.605172298506629,3,3,1,1,Part-time,4,4,2,4,0.0,3,4,16.16180138841933,1,4,1,0.0,2,5,1,5,3,5,4,0,Social Support Seeking,1
STU-2026-0056,23,Female,On-Campus,3.51,0.4,5,5,1,5,6.7,2,3,3,7.53635836239241,3,4,3,1.8727050264098037,3,2,4,5,No,4,4,2,3,3.5,3,4,19.567973958895998,2,5,2,0.0,3,4,1,4,3,5,4,1,Denial,2
STU-2026-0057,18,Male,On-Campus,2.82,1.0,2,1,5,3,6.0,2,4,1,8.803822573642977,3,3,3,2.005981065377408,2,3,2,2,No,5,5,1,5,0.0,5,5,9.296102956570547,4,5,3,0.0,1,5,1,5,1,2,5,1,Active Coping,0
STU-2026-0058,19,Female,Off-Campus with family,3.28,1.0,1,1,4,2,8.5,1,4,1,7.268289786654902,4,5,3,1.9232759705707545,1,3,2,1,No,5,4,2,4,3.5,3,4,15.034015491963856,4,4,3,0.0,0,5,2,5,1,5,4,1,Social Support Seeking,0
STU-2026-0059,18,Male,Off-Campus with family,3.15,1.0,1,1,5,1,6.3,2,4,4,8.887798109931397,3,2,1,2.0341551504625404,2,1,2,3,No,4,5,3,3,0.0,4,4,17.258163508247982,3,4,2,0.0,1,5,2,5,2,3,4,0,Active Coping,0
STU-2026-0060,19,Male,On-Campus,2.88,0.8,5,5,1,5,6.4,2,3,2,13.261541700678922,4,4,5,8.0,4,4,2,2,No,3,3,1,2,3.5,4,5,9.625504713454399,4,5,4,0.0,3,5,2,5,4,3,3,0,Active Coping,2
STU-2026-0061,19,Male,Off-Campus alone,2.99,0.6,4,3,2,4,,1,4,1,9.003785797192522,2,5,4,2.0665945854362824,2,2,3,4,No,4,3,1,4,0.0,2,4,16.04956044820935,2,1,2,0.0,2,4,3,4,3,3,5,0,Substance Use,1
STU-2026-0062,19,Female,Off-Campus with family,3.05,0.6,2,1,3,3,7.2,1,4,3,9.44328825262867,4,3,3,3.1713592840078713,2,4,3,2,Part-time,4,5,1,3,3.5,4,5,23.43319592902172,5,1,2,0.0,1,4,2,4,1,1,5,1,Denial,0
STU-2026-0063,22,Female,Off-Campus with family,3.2,0.4,2,1,3,2,9.2,1,4,1,6.676171480693915,1,5,3,1.6815818669663656,2,1,4,3,No,5,4,3,5,1.5,4,5,17.793848922803136,2,1,2,0.0,1,5,1,5,2,3,3,0,Social Support Seeking,0
STU-2026-0064,19,Female,Off-Campus with family,3.45,1.0,2,1,3,3,7.1,3,2,1,3.5368572762317445,1,1,4,1.229804244594118,1,1,2,1,No,2,1,3,2,0.0,4,1,19.587726033320603,4,4,2,1.0,2,5,2,4,3,1,5,2,Social Support Seeking,1
STU-2026-0065,19,Non-Binary,Off-Campus with family,2.81,0.8,2,2,5,3,8.1,2,4,3,1.2547210321756364,1,5,2,0.5,1,2,5,4,No,1,1,1,1,3.5,4,3,2.737965382838688,5,4,5,0.0,1,5,3,4,3,5,4,1,Social Support Seeking,0
STU-2026-0066,20,Male,Off-Campus with family,3.35,0.8,5,5,2,5,7.5,3,2,1,5.703298544660704,2,2,4,3.0455706928277664,3,3,4,4,No,1,1,1,1,1.5,4,2,22.78984424576462,5,3,3,0.0,3,5,3,4,4,4,4,0,Active Coping,2
STU-2026-0067,18,Male,On-Campus,,1.0,4,5,3,5,9.0,1,4,1,1.0,1,4,1,0.5,1,2,1,1,No,4,5,4,4,0.0,3,3,14.069388261239151,1,3,3,0.0,3,3,1,4,1,5,4,0,Substance Use,1
STU-2026-0068,22,Female,On-Campus,3.13,0.4,3,4,3,3,8.5,1,4,1,8.283872562548185,2,3,4,5.185066058797245,4,4,4,5,No,5,5,5,5,0.0,5,3,11.156568429649788,4,3,3,0.0,1,5,2,5,2,4,2,0,Social Support Seeking,0
STU-2026-0069,18,,Off-Campus alone,2.95,1.0,5,4,1,5,7.7,1,5,1,6.0429575389378645,3,5,2,3.6777169181581275,1,2,2,1,Part-time,1,1,2,1,1.5,2,3,14.126810740950349,1,1,1,1.0,3,4,4,4,5,2,5,0,Social Support Seeking,2
STU-2026-0070,25,Non-Binary,Off-Campus alone,2.79,0.8,2,3,3,2,7.8,2,4,1,3.716562833811892,3,4,3,0.7686998229960259,2,1,4,5,No,4,3,5,3,0.0,5,4,7.574889208595511,1,3,2,1.0,2,5,3,5,2,5,4,0,Active Coping,1
STU-2026-0071,21,Male,On-Campus,3.45,1.0,4,5,2,4,5.9,3,3,1,7.327185299871564,4,2,4,4.747013552393251,4,4,3,3,Part-time,4,4,2,4,0.0,4,5,20.239710308760714,1,1,3,1.0,3,5,3,5,3,5,3,1,Active Coping,2
STU-2026-0072,19,Non-Binary,On-Campus,3.11,1.0,5,4,1,5,7.8,4,2,4,5.15341951589549,2,4,3,1.1052650065688623,1,2,5,4,Part-time,4,5,3,4,1.5,5,4,13.323021386131035,5,2,5,0.0,3,5,2,5,2,3,5,0,Social Support Seeking,1
STU-2026-0073,18,Male,Off-Campus with family,3.1,0.8,3,2,2,3,6.6,3,3,3,8.126940634126921,3,4,3,2.599181660609789,1,1,5,4,Part-time,3,2,1,2,1.5,4,5,11.306845939869653,5,5,4,0.0,2,5,1,5,3,2,4,1,Active Coping,1
STU-2026-0074,22,Female,Off-Campus with family,3.35,1.0,4,5,1,4,7.8,2,3,3,8.76906582455626,4,4,4,1.8958244054904132,2,3,4,4,No,5,4,1,5,1.5,3,3,14.159724671558175,2,5,2,0.0,3,4,1,4,2,4,2,1,Denial,1
STU-2026-0075,21,Female,On-Campus,3.2,1.0,2,2,4,3,7.3,2,3,1,5.2454145925288955,1,5,3,1.9299020823666877,2,3,3,3,No,1,1,1,1,0.0,5,4,20.590078272880703,3,5,2,1.0,2,5,3,4,3,4,3,0,Active Coping,1
STU-2026-0076,21,Prefer not to say,On-Campus,3.57,1.0,2,3,5,3,7.3,3,2,1,6.406797047274185,3,4,4,2.927478679271253,1,3,2,2,No,4,4,3,4,5.5,2,4,15.657292003906104,5,4,1,0.0,1,4,2,4,3,5,4,0,Denial,1
STU-2026-0077,21,Male,Off-Campus with family,2.62,0.8,2,3,4,3,5.9,2,4,3,7.5372393845955505,4,3,3,4.509699418057542,2,4,1,1,No,3,3,4,2,3.5,2,5,7.951531152332665,3,4,1,1.0,2,5,3,4,2,1,2,1,Substance Use,1
STU-2026-0078,18,Female,Off-Campus with family,3.25,1.0,3,3,2,4,6.2,3,3,2,3.4823944661439374,1,1,3,1.2849714337362401,3,3,4,4,Full-time,3,4,2,3,1.5,3,2,17.32490414870541,3,4,2,0.0,3,5,2,5,3,2,5,0,Active Coping,1
STU-2026-0079,19,Non-Binary,On-Campus,2.77,1.0,4,4,1,4,9.2,1,4,1,7.53701880719254,4,4,5,4.166049553562512,3,2,1,1,No,5,4,1,4,0.0,5,4,10.355100228386874,3,4,3,,3,5,2,5,2,4,4,0,Substance Use,1
STU-2026-0080,18,Female,On-Campus,2.26,0.6,5,4,1,5,8.1,1,5,1,3.422453379801511,4,4,2,1.005353307457653,1,4,3,3,No,3,2,1,2,5.5,4,3,4.219494843125917,4,4,2,0.0,3,4,2,4,2,4,4,0,Active Coping,1
STU-2026-0081,22,,On-Campus,3.56,0.8,4,3,1,4,7.6,1,5,1,8.414292448882174,4,4,4,4.840735953138792,4,5,3,2,Part-time,2,2,1,1,1.5,4,5,22.480036063585892,3,3,3,0.0,3,5,2,4,4,1,4,0,Active Coping,2
STU-2026-0082,20,Female,Off-Campus with family,4.0,1.0,5,5,1,5,6.7,3,3,1,5.912090843429501,3,3,2,1.8800348551241224,1,2,5,4,Part-time,4,5,1,4,1.5,4,4,17.286149374138446,4,3,3,0.0,3,5,2,5,2,3,4,0,Active Coping,1
STU-2026-0083,19,Female,On-Campus,2.84,0.8,4,4,2,4,8.9,1,4,1,3.4086431648894138,1,4,3,0.9263750585796046,1,1,3,3,No,4,5,2,3,1.5,4,4,14.608646680982925,3,4,2,0.0,2,5,1,5,2,4,4,1,Substance Use,0
STU-2026-0084,18,Female,On-Campus,3.26,0.8,2,1,4,3,8.4,1,4,2,5.55006600214794,3,5,3,1.6245288789087746,2,2,4,4,No,4,3,4,4,3.5,5,4,13.271952426516506,2,2,4,0.0,1,5,1,4,2,4,5,0,Active Coping,0
STU-2026-0085,19,Female,Off-Campus alone,3.03,0.6,3,4,3,3,6.8,1,5,1,5.655813547016394,2,3,3,1.6460202647743736,2,1,1,1,No,3,3,1,2,0.0,4,2,21.98539750366658,2,3,2,1.0,2,4,3,4,2,3,5,0,Denial,1
STU-2026-0086,19,Female,On-Campus,3.64,1.0,2,2,3,2,6.0,4,2,1,9.671302208467361,4,4,4,4.4142863906732845,3,5,4,4,No,1,1,1,1,3.5,5,3,30.43577575099203,1,3,3,0.0,2,4,2,4,4,3,4,2,Substance Use,1
STU-2026-0087,21,Male,Off-Campus with family,3.67,1.0,4,5,1,4,6.7,2,4,1,7.433261748214485,3,5,5,4.62645312225788,3,4,4,4,No,3,3,2,3,3.5,3,4,17.243902592832583,3,2,4,0.0,3,4,2,4,3,4,4,0,Substance Use,2
STU-2026-0088,20,Male,On-Campus,2.55,1.0,5,4,2,5,,1,5,1,4.609306356087169,1,5,1,1.105323364896616,1,3,2,2,No,2,3,1,2,1.5,3,3,9.85182658836062,1,5,3,0.0,3,5,3,5,3,5,3,0,Denial,1
STU-2026-0089,22,Non-Binary,On-Campus,2.63,1.0,2,1,5,3,7.0,4,1,1,11.122665718001215,4,3,4,6.156152547515813,3,4,3,4,No,5,4,4,4,3.5,4,5,14.227672405660119,4,2,5,0.0,1,4,1,4,2,2,4,1,Denial,0
STU-2026-0090,20,Female,On-Campus,3.12,1.0,4,4,2,5,7.3,1,5,1,8.566226003776396,5,4,3,4.515885029833945,4,3,3,2,No,1,1,1,1,0.0,4,4,17.152863360470246,3,3,1,1.0,2,4,3,4,4,3,4,1,Active Coping,2
STU-2026-0091,18,Female,Off-Campus with family,2.82,1.0,4,5,3,4,8.9,2,3,1,6.159194078550844,1,5,4,3.9188486760726073,1,2,1,2,No,3,2,1,3,1.5,4,3,3.252358465040672,4,2,3,0.0,3,4,3,3,3,5,4,0,Denial,2
STU-2026-0092,21,Female,Off-Campus alone,3.16,0.8,3,3,2,4,7.3,1,4,1,3.115414535762444,2,1,3,1.0033933365895686,1,2,2,2,No,1,2,1,1,1.5,4,3,16.67249600889059,5,5,3,1.0,2,5,3,5,3,3,2,2,Active Coping,1
STU-2026-0093,21,Male,Off-Campus alone,3.25,1.0,3,2,4,3,6.5,2,3,1,5.938516051299516,1,4,3,2.5241955205845055,1,2,2,3,No,1,1,1,1,1.5,3,3,17.182125647465394,4,4,3,1.0,2,4,3,4,4,4,5,2,Social Support Seeking,2
STU-2026-0094,20,Male,On-Campus,3.32,1.0,3,2,2,3,7.5,2,4,1,6.448717288355823,2,3,4,4.27494295547466,4,3,2,2,Part-time,4,5,2,4,1.5,4,4,21.631710989936103,5,4,4,0.0,2,5,1,5,3,4,4,0,Social Support Seeking,1
